profile_id,nutr_id
1,203
1,204
1,205
1,208
1,269
1,291
1,301
1,303
1,304
1,305
1,306
1,307
1,309
1,312
1,315
1,317
1,318
1,320
1,324
1,328
1,337
1,338
1,401
1,404
1,405
1,406
1,410
1,415
1,417
1,418
1,421
1,430
1,501
1,502
1,503
1,504
1,505
1,506
1,508
1,509
1,510
1,511
1,512
1,513
1,514
1,515
1,516
1,517
1,518
1,601
1,605
1,606
1,621
1,629
1,645
1,646
1,710
1,711
1,713
1,731
1,734
1,735
1,736
1,737
1,738
1,749
1,750
1,751
1,752
1,753
1,759
1,762
1,770
1,773
1,785
1,786
1,788
1,789
1,851
